,track name,artists,album,release year,playlist name,track id,playlist id,popularity
806,Green,Greentea Peng,Green,2025,Greentea Peng Complete Playlist,6WbhQCkDF5z1UosH9tOP3C,4Ez43npblDHbzx0lCz0jwU,41
807,Stones Throw,Greentea Peng,Stones Throw,2025,Greentea Peng Complete Playlist,1RsbQnbk4ZFYDhfgp3IAYY,4Ez43npblDHbzx0lCz0jwU,49
808,One Foot,Greentea Peng,One Foot,2024,Greentea Peng Complete Playlist,7CpYtDjQe0qtyVxFFYBIl9,4Ez43npblDHbzx0lCz0jwU,43
809,TARDIS (hardest),Greentea Peng,TARDIS (hardest),2024,Greentea Peng Complete Playlist,5XlyC4ikr1PilocqG2KrBn,4Ez43npblDHbzx0lCz0jwU,34
810,Feint,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,1d9p7cxhZFhW2OraawvKuy,4Ez43npblDHbzx0lCz0jwU,34
811,Lose My Mind,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,6rMou9utesfEk9Fqx5zrxx,4Ez43npblDHbzx0lCz0jwU,36
812,Look To Him,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,3mtMdyw2YyxfwgfLiHyHKl,4Ez43npblDHbzx0lCz0jwU,42
813,Stuck In The Middle,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,2Qrd7OU3sCUHfVWQn1RcqW,4Ez43npblDHbzx0lCz0jwU,55
814,Your Mind,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,1PUB3y7vJp3NF8FbUDN0Um,4Ez43npblDHbzx0lCz0jwU,39
815,Our Father,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,7yROAWu8V1aNBO9EfIWlaa,4Ez43npblDHbzx0lCz0jwU,29
816,Three Eyes Open,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,0sqINLDAKpyPThFJhMVqX9,4Ez43npblDHbzx0lCz0jwU,29
817,My Love,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,5MzQInSkVMQhfrSGIPE2JT,4Ez43npblDHbzx0lCz0jwU,38
818,Bun Tough,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,0Sxlrtd1Be0bCd64pFxNDL,4Ez43npblDHbzx0lCz0jwU,26
819,Top Steppa,Greentea Peng,GREENZONE 108,2022,Greentea Peng Complete Playlist,72wq25sYrlE8Ffa6unwi9x,4Ez43npblDHbzx0lCz0jwU,26
820,Make Noise,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,6V961El0b1aLA0HAFuuab9,4Ez43npblDHbzx0lCz0jwU,25
821,This Sound,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,6S3n2tU4UKLxgFMp4tb56d,4Ez43npblDHbzx0lCz0jwU,31
822,Free My People (feat. Simmy & Kid Cruise),"Greentea Peng, SIMMY, Kid Cruise",MAN MADE,2021,Greentea Peng Complete Playlist,2fLYfQylAoti3aqxZ4E62L,4Ez43npblDHbzx0lCz0jwU,37
823,Be Careful,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,19mzaOsqn5aemxoM4yW4jN,4Ez43npblDHbzx0lCz0jwU,37
824,Nah It Ain't The Same,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,1XKmknaAseOoB7eIL1PjxC,4Ez43npblDHbzx0lCz0jwU,39
825,Earnest,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,7AG7n1uz0NWw7k8QvhJhh3,4Ez43npblDHbzx0lCz0jwU,28
826,Suffer,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,7sIJOikOcPIFKSUEX8t0yc,4Ez43npblDHbzx0lCz0jwU,26
827,Mataji Freestyle,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,3ai4sksZCy9hdFOI08RBkw,4Ez43npblDHbzx0lCz0jwU,24
828,Kali V2,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,1vurrDqSQA2WWH4QDEBRs9,4Ez43npblDHbzx0lCz0jwU,31
829,Satta,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,6swgmEoFqdyjTSrizsZcH7,4Ez43npblDHbzx0lCz0jwU,26
830,Party Hard Interlude,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,0z59xWwxyGVO1hbx3gBlhm,4Ez43npblDHbzx0lCz0jwU,22
831,Dingaling,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,1rcIb8sfuxcOsCoLqVaQhw,4Ez43npblDHbzx0lCz0jwU,47
832,Maya,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,4SM3EahTZvM1kBokC0pE07,4Ez43npblDHbzx0lCz0jwU,27
833,Man Made,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,28ZcnLt7lO3kLdPaQHUaoI,4Ez43npblDHbzx0lCz0jwU,25
834,Meditation,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,299xI8NKS2ZFKoHr3cfKQZ,4Ez43npblDHbzx0lCz0jwU,30
835,Poor Man Skit,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,6cifnAjYxaluHyUxjrMgq8,4Ez43npblDHbzx0lCz0jwU,20
836,Sinner,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,0WK5LFvZcHaEhzXWHLFV7a,4Ez43npblDHbzx0lCz0jwU,21
837,Jimtastic Blues,Greentea Peng,MAN MADE,2021,Greentea Peng Complete Playlist,4z9kiFW5MYJTmtsz1oBGMp,4Ez43npblDHbzx0lCz0jwU,30
838,Dark (feat. Greentea Peng),"Goldie, James Davidson, Subjective, Greentea Peng",Dark (feat. Greentea Peng),2022,Greentea Peng Complete Playlist,3xePjjNarqGa0Gn4XnkUmu,4Ez43npblDHbzx0lCz0jwU,15
839,WHAT MORE (feat. Greentea Peng),"Swindle, Greentea Peng",WHAT MORE (feat. Greentea Peng),2021,Greentea Peng Complete Playlist,0nyhgbAMcKxDBvgFACiWaM,4Ez43npblDHbzx0lCz0jwU,0
840,Free My People (feat. Simmy & Kid Cruise) - The Streets Remix,"Greentea Peng, SIMMY, Kid Cruise, The Streets",Free My People (The Streets Remix),2021,Greentea Peng Complete Playlist,6qFbRXLt0IN3M1HE5d7YPu,4Ez43npblDHbzx0lCz0jwU,25
841,Freedom,"Future Utopia, Kano, Greentea Peng, Albert Woodfox",Freedom,2021,Greentea Peng Complete Playlist,14bwqrL7AUB85wTyKmZDPK,4Ez43npblDHbzx0lCz0jwU,12
842,Spells,Greentea Peng,Spells,2020,Greentea Peng Complete Playlist,1heKNMt0Ab3YtgCfOIjXcv,4Ez43npblDHbzx0lCz0jwU,39
843,Revolution,Greentea Peng,Revolution,2020,Greentea Peng Complete Playlist,3FkhhQ3raWD4sMZBttYqzq,4Ez43npblDHbzx0lCz0jwU,30
844,soulboy - IZCO Remix,"p-rallel, Greentea Peng, IZCO",soulboy (IZCO Remix),2020,Greentea Peng Complete Playlist,3G1YAm52YxIp0jlxalE0hK,4Ez43npblDHbzx0lCz0jwU,48
845,Hu Man,Greentea Peng,Hu Man,2020,Greentea Peng Complete Playlist,2ZfVt2skRwfEq1Wb3D7GmP,4Ez43npblDHbzx0lCz0jwU,56
846,soulboy,"p-rallel, Greentea Peng",soulboy,2020,Greentea Peng Complete Playlist,4Gkr7ol2xye6fPlBPRJo4R,4Ez43npblDHbzx0lCz0jwU,36
847,Ghost Town,Greentea Peng,Ghost Town,2020,Greentea Peng Complete Playlist,0ZFLFnZ58qRZT8CSSm1Abn,4Ez43npblDHbzx0lCz0jwU,26
848,Risin',Greentea Peng,RISING,2019,Greentea Peng Complete Playlist,0aZ7JhYIwDMOTo0oqOXTaK,4Ez43npblDHbzx0lCz0jwU,19
849,Inna city,Greentea Peng,RISING,2019,Greentea Peng Complete Playlist,2iSMEkcCtJNmnFqKEjl7Uo,4Ez43npblDHbzx0lCz0jwU,24
850,Saturn,Greentea Peng,RISING,2019,Greentea Peng Complete Playlist,3KKW6Mh2msaQbGEcTZMbHX,4Ez43npblDHbzx0lCz0jwU,25
851,Mr. Sun (miss da sun),Greentea Peng,RISING,2019,Greentea Peng Complete Playlist,5E7uh0dIynOaedLv7Aoush,4Ez43npblDHbzx0lCz0jwU,17
852,Sane,Greentea Peng,RISING,2019,Greentea Peng Complete Playlist,3RkdLBGzG6PIgf10eZyqzj,4Ez43npblDHbzx0lCz0jwU,30
853,Liberation,Greentea Peng,RISING,2019,Greentea Peng Complete Playlist,7x0vFyfEmCHNGFAgnELBnf,4Ez43npblDHbzx0lCz0jwU,28
854,Downers,Greentea Peng,Downers,2019,Greentea Peng Complete Playlist,1fnU60yGjhsP1QY335rH2m,4Ez43npblDHbzx0lCz0jwU,48
855,Downers - A COLORS SHOW,Greentea Peng,Downers - A COLORS SHOW,2019,Greentea Peng Complete Playlist,7qBnnlFavJKaDal2u40GOa,4Ez43npblDHbzx0lCz0jwU,44
